geocode,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
36_081_088902,2021,4761.0,1247.0,2658.0,2.0,23.0,51.0,738.0,806.0,71157.0,39599.0,2604.0,0.0,110.0,3558.0,237.0,0.0,5393.0,3442.0,1741.0,5393.0,5393.0,2374.0
36_081_088903,2021,4312.0,1068.0,2166.0,3.0,0.0,9.0,619.0,406.0,74725.0,57454.0,2101.0,0.0,84.0,3686.0,67.0,0.0,4922.0,3304.0,1113.0,4922.0,4922.0,1634.0
36_081_119300,2021,1748.0,490.0,941.0,0.0,0.0,12.0,149.0,429.0,97558.0,49746.0,941.0,0.0,0.0,1455.0,0.0,0.0,2076.0,1158.0,455.0,2076.0,2076.0,745.0
36_081_119500,2021,965.0,310.0,706.0,7.1,0.0,5.0,433.0,448.0,129779.0,109643.0,656.0,0.0,0.0,452.0,7.0,0.0,1334.0,599.0,215.0,1334.0,1334.0,414.0
36_081_115100,2021,746.0,433.0,456.0,4.8,0.0,3.0,141.0,350.0,116400.0,94643.0,434.0,0.0,18.0,452.0,7.0,0.0,950.0,437.0,39.0,950.0,950.0,364.0
36_081_103300,2021,3516.0,1272.0,2176.0,9.7,0.0,19.0,451.0,2182.0,125429.0,97227.0,1966.0,0.0,28.0,1908.0,175.0,0.0,4654.0,2032.0,563.0,4654.0,4654.0,1511.0
36_081_101700,2021,4888.0,2048.0,2750.0,7.6,21.0,157.0,1216.0,3225.0,115968.0,112790.0,2541.0,14.0,0.0,2271.0,71.0,94.0,6877.0,2444.0,665.0,6877.0,6877.0,2427.0
36_081_115500,2021,1537.0,529.0,1091.0,2.5,0.0,1.0,342.0,578.0,101078.0,83182.0,1064.0,0.0,26.0,1029.0,62.0,70.0,2114.0,1126.0,574.0,2114.0,2114.0,724.0
36_081_093900,2021,4114.0,1225.0,3308.0,6.0,0.0,106.0,2479.0,2000.0,124438.0,91683.0,3111.0,0.0,57.0,2007.0,259.0,0.0,6573.0,2746.0,810.0,6573.0,6573.0,1879.0
36_081_117100,2021,1863.0,659.0,1286.0,8.2,0.0,0.0,285.0,502.0,104022.0,74563.0,1180.0,0.0,0.0,1651.0,90.0,0.0,2472.0,1521.0,637.0,2472.0,2472.0,918.0
36_081_117500,2021,3365.0,1326.0,2168.0,11.5,0.0,30.0,450.0,1075.0,100346.0,77500.0,1919.0,0.0,0.0,2828.0,131.0,0.0,4518.0,2396.0,798.0,4518.0,4518.0,1720.0
36_081_118100,2021,1586.0,581.0,1039.0,1.7,0.0,6.0,467.0,641.0,118125.0,88036.0,1021.0,0.0,0.0,808.0,127.0,0.0,1959.0,938.0,331.0,1959.0,1959.0,673.0
36_081_111300,2021,1748.0,762.0,1071.0,3.4,0.0,20.0,430.0,1090.0,147498.0,112227.0,1035.0,0.0,28.0,1073.0,8.0,0.0,2499.0,809.0,73.0,2499.0,2499.0,781.0
36_081_115900,2021,3171.0,1310.0,2167.0,7.5,0.0,14.0,518.0,495.0,97039.0,60354.0,2005.0,0.0,0.0,2838.0,185.0,204.0,4271.0,2686.0,1121.0,4271.0,4271.0,1709.0
36_081_114700,2021,1422.0,547.0,918.0,13.2,0.0,0.0,223.0,1053.0,142237.0,96731.0,797.0,0.0,5.0,694.0,46.0,0.0,2051.0,890.0,426.0,2051.0,2051.0,620.0
36_081_113300,2021,1046.0,621.0,775.0,3.4,0.0,15.0,176.0,731.0,122792.0,115313.0,749.0,0.0,46.0,430.0,34.0,0.0,1303.0,425.0,121.0,1303.0,1303.0,609.0
36_081_115700,2021,2419.0,1075.0,1828.0,10.4,0.0,63.0,539.0,627.0,82266.0,59286.0,1637.0,9.0,38.0,1850.0,127.0,0.0,3173.0,1749.0,564.0,3173.0,3173.0,1168.0
36_081_118500,2021,1500.0,377.0,1127.0,13.2,0.0,0.0,765.0,161.0,86992.0,59760.0,978.0,0.0,7.0,1040.0,33.0,0.0,1964.0,1348.0,631.0,1964.0,1964.0,643.0
36_081_145900,2021,2233.0,864.0,1590.0,3.4,0.0,25.0,693.0,882.0,123778.0,99612.0,1536.0,0.0,59.0,1057.0,21.0,0.0,2773.0,1282.0,608.0,2773.0,2773.0,957.0
36_081_092500,2021,2372.0,356.0,1772.0,12.7,6.0,36.0,1660.0,739.0,88178.0,65625.0,1547.0,0.0,159.0,1205.0,51.0,0.0,3622.0,1835.0,655.0,3622.0,3622.0,1111.0
36_081_099701,2021,2241.0,1065.0,1348.0,4.2,0.0,0.0,282.0,1733.0,132950.0,116607.0,1292.0,0.0,88.0,663.0,54.0,0.0,2804.0,859.0,209.0,2804.0,2804.0,1126.0
36_081_091900,2021,4444.0,716.0,2314.0,5.8,0.0,53.0,2195.0,961.0,97987.0,101895.0,2180.0,17.0,50.0,2156.0,399.0,37.0,5586.0,3322.0,1445.0,5586.0,5586.0,1775.0
36_081_094500,2021,2955.0,745.0,1716.0,4.2,0.0,78.0,1068.0,1851.0,117942.0,70729.0,1644.0,0.0,83.0,1079.0,87.0,0.0,4044.0,1820.0,621.0,4044.0,4044.0,1308.0
36_081_094700,2021,1628.0,415.0,1196.0,4.8,0.0,19.0,1134.0,619.0,93617.0,84375.0,1139.0,0.0,0.0,667.0,2.0,9.0,2421.0,1291.0,676.0,2421.0,2421.0,740.0
36_081_097300,2021,1753.0,620.0,1169.0,4.5,0.0,25.0,452.0,1667.0,164951.0,113826.0,1116.0,15.0,22.0,180.0,20.0,0.0,2310.0,731.0,75.0,2310.0,2310.0,787.0
36_081_098100,2021,1750.0,706.0,1140.0,7.9,0.0,35.0,282.0,1654.0,127846.0,102857.0,1050.0,0.0,0.0,456.0,0.0,0.0,2376.0,852.0,164.0,2376.0,2376.0,822.0
36_081_098700,2021,1964.0,723.0,1333.0,5.0,0.0,36.0,226.0,2103.0,156822.0,98269.0,1266.0,0.0,17.0,297.0,53.0,0.0,2636.0,711.0,153.0,2636.0,2636.0,978.0
36_081_099100,2021,5410.0,2470.0,3204.0,4.2,0.0,80.0,1174.0,4943.0,154302.0,109250.0,3071.0,0.0,25.0,892.0,0.0,0.0,7093.0,1968.0,425.0,7093.0,7093.0,2825.0
36_081_099900,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_081_112300,2021,1481.0,823.0,1155.0,2.0,0.0,36.0,555.0,733.0,141566.0,97917.0,1132.0,0.0,48.0,884.0,64.0,0.0,2234.0,768.0,283.0,2234.0,2234.0,730.0
36_081_109700,2021,1378.0,625.0,960.0,0.6,0.0,42.0,255.0,884.0,162920.0,121250.0,954.0,0.0,7.0,594.0,19.0,0.0,1752.0,700.0,132.0,1752.0,1752.0,664.0
36_081_109900,2021,2476.0,1117.0,1761.0,10.4,0.0,40.0,414.0,1802.0,110840.0,100176.0,1577.0,0.0,4.0,1036.0,9.0,0.0,3292.0,1091.0,279.0,3292.0,3292.0,1283.0
36_081_112900,2021,1868.0,789.0,1207.0,4.9,0.0,14.0,523.0,949.0,148305.0,95521.0,1148.0,0.0,0.0,951.0,13.0,0.0,2435.0,980.0,319.0,2435.0,2435.0,828.0
36_081_113900,2021,2853.0,1138.0,2066.0,5.5,0.0,26.0,697.0,1253.0,108465.0,87687.0,1952.0,0.0,24.0,1923.0,130.0,0.0,4048.0,1884.0,734.0,4048.0,4048.0,1518.0
36_081_114100,2021,1876.0,996.0,1251.0,3.8,0.0,0.0,277.0,1383.0,142738.0,130000.0,1204.0,0.0,0.0,791.0,15.0,0.0,2451.0,850.0,233.0,2451.0,2451.0,870.0
36_081_033100,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_081_102900,2021,2830.0,1036.0,1934.0,5.3,0.0,11.0,548.0,2219.0,100847.0,86114.0,1831.0,0.0,58.0,637.0,46.0,0.0,3647.0,1264.0,336.0,3647.0,3647.0,1545.0
36_081_103900,2021,5079.0,1384.0,3239.0,17.8,0.0,0.0,1237.0,2922.0,97325.0,75957.0,2664.0,0.0,57.0,2741.0,50.0,0.0,7099.0,2482.0,830.0,7099.0,7099.0,2451.0
36_081_104700,2021,5773.0,1594.0,3484.0,2.3,14.0,0.0,822.0,1457.0,103700.0,69559.0,3403.0,0.0,0.0,4763.0,4.0,0.0,7021.0,4869.0,2373.0,7021.0,7021.0,2798.0
36_081_105900,2021,2865.0,1072.0,1945.0,5.8,0.0,16.0,168.0,2259.0,147466.0,103125.0,1832.0,0.0,33.0,1548.0,64.0,0.0,4072.0,1378.0,459.0,4072.0,4072.0,1349.0
02_020_000802,2022,2914.0,651.0,2552.0,8.3,147.0,104.0,361.0,1657.0,92593.0,76098.0,2340.0,41.0,782.0,792.0,864.0,266.0,4412.0,823.0,225.0,4412.0,4412.0,1704.0
36_081_079702,2021,2834.0,562.0,1997.0,3.7,0.0,48.0,279.0,75.0,74632.0,62070.0,1923.0,0.0,0.0,3225.0,64.0,59.0,3635.0,2842.0,1556.0,3635.0,3635.0,1501.0
36_081_079701,2021,4916.0,1743.0,3022.0,5.0,10.0,79.0,340.0,301.0,95834.0,53040.0,2871.0,0.0,35.0,5425.0,147.0,19.0,6245.0,4654.0,2302.0,6245.0,6245.0,2925.0
36_081_084901,2021,2340.0,175.0,1842.0,8.0,0.0,0.0,328.0,38.0,67431.0,60583.0,1695.0,0.0,78.0,2318.0,15.0,0.0,2816.0,2292.0,1813.0,2816.0,2816.0,1025.0
36_081_120100,2021,1162.0,328.0,791.0,4.9,0.0,0.0,185.0,201.0,86643.0,69583.0,752.0,0.0,0.0,1018.0,40.0,0.0,1430.0,874.0,517.0,1430.0,1430.0,426.0
36_081_085500,2021,4789.0,806.0,2836.0,6.3,0.0,68.0,1216.0,705.0,66637.0,41315.0,2657.0,0.0,135.0,4242.0,251.0,0.0,6282.0,4420.0,2071.0,6282.0,6282.0,2623.0
36_081_141700,2021,3511.0,1364.0,2481.0,5.8,0.0,21.0,512.0,1042.0,104948.0,71303.0,2336.0,0.0,16.0,3214.0,132.0,0.0,4877.0,2569.0,830.0,4877.0,4877.0,1584.0
36_081_080301,2021,2701.0,415.0,1773.0,1.5,0.0,45.0,953.0,275.0,86784.0,54528.0,1747.0,0.0,0.0,2583.0,45.0,0.0,3770.0,2479.0,1553.0,3770.0,3770.0,1092.0
36_081_080302,2021,2932.0,1425.0,2120.0,3.9,0.0,17.0,499.0,790.0,131813.0,91902.0,2037.0,0.0,0.0,2821.0,4.0,0.0,4114.0,2339.0,840.0,4114.0,4114.0,973.0
36_081_083700,2021,3840.0,882.0,2403.0,5.5,0.0,49.0,488.0,626.0,85019.0,58386.0,2272.0,0.0,44.0,3778.0,147.0,0.0,4914.0,3099.0,1561.0,4914.0,4914.0,1555.0
36_081_084500,2021,4159.0,954.0,2137.0,10.4,0.0,44.0,1572.0,414.0,62183.0,32529.0,1915.0,0.0,93.0,2358.0,656.0,0.0,4988.0,3277.0,1573.0,4988.0,4988.0,2041.0
36_081_086100,2021,1847.0,312.0,939.0,5.3,0.0,19.0,351.0,88.0,62378.0,41146.0,889.0,0.0,8.0,1695.0,147.0,0.0,2219.0,1785.0,1082.0,2219.0,2219.0,801.0
36_081_086300,2021,5067.0,990.0,3444.0,1.3,0.0,154.0,1403.0,322.0,62174.0,51071.0,3400.0,0.0,0.0,4663.0,359.0,0.0,6747.0,5105.0,3069.0,6747.0,6747.0,2212.0
36_081_086500,2021,4097.0,1103.0,2820.0,5.2,0.0,24.0,380.0,473.0,80587.0,51397.0,2674.0,0.0,24.0,3756.0,95.0,0.0,4729.0,3836.0,2239.0,4729.0,4729.0,2291.0
36_081_087100,2021,3614.0,1536.0,2282.0,3.9,0.0,29.0,573.0,208.0,82068.0,46841.0,2192.0,0.0,49.0,3302.0,556.0,0.0,4442.0,2948.0,1762.0,4442.0,4442.0,2005.0
36_081_116302,2021,2893.0,521.0,1608.0,10.0,0.0,11.0,876.0,426.0,75519.0,64671.0,1448.0,0.0,0.0,2599.0,144.0,0.0,3985.0,2562.0,1509.0,3985.0,3985.0,1269.0
36_081_116301,2021,3635.0,784.0,2413.0,1.6,0.0,7.0,847.0,486.0,64015.0,35545.0,2374.0,0.0,23.0,2988.0,218.0,0.0,4574.0,3314.0,2141.0,4574.0,4574.0,1683.0
36_081_140901,2021,857.0,208.0,482.0,0.0,0.0,5.0,409.0,183.0,126284.0,120186.0,482.0,0.0,0.0,520.0,56.0,0.0,1155.0,754.0,329.0,1155.0,1155.0,377.0
36_081_140902,2021,1797.0,754.0,1169.0,8.8,0.0,17.0,311.0,459.0,131897.0,100865.0,1066.0,0.0,0.0,1695.0,9.0,0.0,2464.0,1281.0,436.0,2464.0,2464.0,777.0
36_081_079900,2021,2142.0,457.0,1427.0,9.1,0.0,29.0,541.0,230.0,75344.0,48750.0,1297.0,0.0,0.0,2413.0,1.0,0.0,3185.0,2212.0,1268.0,3185.0,3185.0,1098.0
36_081_120701,2021,2432.0,790.0,1717.0,5.9,7.0,59.0,455.0,728.0,114279.0,104779.0,1616.0,0.0,7.0,1877.0,52.0,0.0,3077.0,1721.0,654.0,3077.0,3077.0,919.0
36_081_134701,2021,3733.0,1710.0,2702.0,2.5,0.0,101.0,1333.0,828.0,94028.0,85816.0,2634.0,0.0,0.0,2569.0,820.0,0.0,5402.0,2429.0,694.0,5402.0,5402.0,1994.0
36_081_134702,2021,3421.0,1710.0,2597.0,5.2,0.0,77.0,301.0,740.0,108260.0,83828.0,2462.0,0.0,0.0,2917.0,1060.0,0.0,4923.0,2478.0,1126.0,4923.0,4923.0,1631.0
36_081_084902,2021,3451.0,396.0,2145.0,14.8,0.0,17.0,420.0,95.0,73828.0,57675.0,1828.0,0.0,85.0,3315.0,170.0,0.0,4000.0,3069.0,2106.0,4000.0,4000.0,1289.0
36_081_122703,2021,5173.0,1405.0,4004.0,15.2,0.0,35.0,4172.0,1742.0,84101.0,69417.0,3397.0,0.0,21.0,955.0,1514.0,0.0,8202.0,1821.0,653.0,8202.0,8202.0,2642.0
36_081_119900,2021,1187.0,327.0,729.0,12.5,0.0,15.0,38.0,396.0,118389.0,109583.0,638.0,10.0,22.0,1053.0,4.0,0.0,1533.0,729.0,320.0,1533.0,1533.0,489.0
36_081_120500,2021,2068.0,587.0,994.0,4.4,0.0,0.0,108.0,164.0,65964.0,27838.0,950.0,0.0,0.0,2325.0,51.0,0.0,2757.0,2080.0,885.0,2757.0,2757.0,930.0
36_081_121500,2021,3144.0,1167.0,2443.0,6.3,0.0,63.0,670.0,839.0,120673.0,95856.0,2288.0,0.0,115.0,2857.0,296.0,0.0,4412.0,2231.0,897.0,4412.0,4412.0,1350.0
36_081_122300,2021,2557.0,934.0,1710.0,6.3,0.0,4.0,413.0,960.0,134943.0,91787.0,1602.0,0.0,77.0,1921.0,60.0,0.0,3417.0,1768.0,491.0,3417.0,3417.0,1326.0
36_081_122702,2021,4670.0,1048.0,2759.0,4.6,0.0,61.0,1840.0,1451.0,49912.0,25275.0,2632.0,0.0,94.0,1115.0,2652.0,0.0,6813.0,2776.0,1052.0,6813.0,6813.0,2955.0
36_081_128300,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_081_120300,2021,1325.0,433.0,877.0,5.4,0.0,17.0,77.0,237.0,88722.0,57446.0,830.0,0.0,0.0,1324.0,33.0,0.0,1671.0,1173.0,651.0,1671.0,1671.0,550.0
36_081_134100,2021,2550.0,1111.0,1895.0,1.6,0.0,39.0,427.0,924.0,127721.0,88938.0,1864.0,0.0,26.0,2199.0,99.0,0.0,3658.0,2085.0,527.0,3658.0,3658.0,1173.0
36_081_116100,2021,2872.0,930.0,1794.0,8.2,0.0,1.0,677.0,248.0,63876.0,48993.0,1646.0,0.0,17.0,2860.0,159.0,0.0,3923.0,2836.0,1269.0,3923.0,3923.0,1339.0
36_081_116700,2021,1208.0,288.0,807.0,5.6,0.0,17.0,462.0,126.0,71505.0,55257.0,762.0,0.0,7.0,1099.0,13.0,0.0,1737.0,1028.0,505.0,1737.0,1737.0,595.0
36_081_119100,2021,2325.0,453.0,1505.0,8.0,0.0,83.0,411.0,482.0,78877.0,41657.0,1385.0,0.0,54.0,2068.0,0.0,0.0,2961.0,2060.0,1133.0,2961.0,2961.0,964.0
36_081_085700,2021,4469.0,956.0,2973.0,6.4,17.0,0.0,892.0,300.0,87650.0,56078.0,2783.0,0.0,21.0,3905.0,144.0,0.0,5324.0,4003.0,2227.0,5324.0,5324.0,1850.0
36_081_140300,2021,1892.0,611.0,1119.0,2.9,0.0,20.0,123.0,918.0,113990.0,91513.0,1087.0,0.0,35.0,1486.0,9.0,0.0,2571.0,1281.0,233.0,2571.0,2571.0,825.0
36_081_085300,2021,4377.0,855.0,2452.0,9.3,0.0,49.0,789.0,249.0,68704.0,35737.0,2225.0,0.0,4.0,4343.0,166.0,0.0,5340.0,3686.0,1971.0,5340.0,5340.0,2501.0
36_081_118700,2021,1979.0,526.0,1195.0,8.5,1.0,18.0,532.0,321.0,83845.0,64674.0,1094.0,0.0,0.0,1544.0,22.0,11.0,2480.0,1776.0,794.0,2480.0,2480.0,882.0
36_081_121100,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_081_085900,2021,4607.0,1474.0,3101.0,9.2,0.0,47.0,693.0,515.0,76739.0,56388.0,2816.0,0.0,0.0,4315.0,164.0,0.0,5530.0,3832.0,2010.0,5530.0,5530.0,2295.0
36_081_118900,2021,1586.0,595.0,1074.0,6.6,0.0,3.0,277.0,249.0,106138.0,51825.0,1003.0,0.0,10.0,1237.0,10.0,15.0,1788.0,1326.0,476.0,1788.0,1788.0,890.0
02_020_001702,2022,3252.0,1337.0,2433.0,6.5,17.0,47.0,578.0,2315.0,121841.0,103203.0,2276.0,19.0,787.0,827.0,321.0,223.0,4413.0,325.0,79.0,4413.0,4413.0,1783.0
36_081_026901,2021,3500.0,1122.0,2520.0,5.8,0.0,32.0,2980.0,167.0,78519.0,61488.0,2375.0,0.0,17.0,1869.0,41.0,0.0,5065.0,3551.0,1996.0,5065.0,5065.0,1537.0
36_081_035700,2021,3211.0,588.0,1924.0,10.3,0.0,63.0,1952.0,254.0,96423.0,84242.0,1725.0,0.0,25.0,608.0,1390.0,6.0,4121.0,1924.0,491.0,4121.0,4121.0,950.0
36_081_044302,2021,3514.0,494.0,2658.0,6.4,0.0,41.0,2320.0,172.0,91530.0,60654.0,2488.0,0.0,195.0,1600.0,652.0,0.0,4799.0,2780.0,1745.0,4799.0,4799.0,1388.0
36_081_071702,2021,3609.0,2214.0,2691.0,5.2,0.0,82.0,599.0,1463.0,111936.0,99719.0,2551.0,0.0,0.0,2255.0,191.0,0.0,4438.0,2603.0,896.0,4438.0,4438.0,2039.0
36_081_046100,2021,1676.0,292.0,1444.0,7.7,0.0,0.0,1423.0,50.0,86669.0,69750.0,1333.0,19.0,108.0,900.0,12.0,17.0,2482.0,1683.0,1129.0,2482.0,2482.0,701.0
36_081_027500,2021,5355.0,756.0,3941.0,5.8,0.0,128.0,4721.0,502.0,81230.0,54986.0,3713.0,0.0,43.0,1538.0,322.0,0.0,7145.0,5043.0,2897.0,7145.0,7145.0,2345.0
36_081_036500,2021,1758.0,151.0,1325.0,1.2,11.0,17.0,1970.0,23.0,72360.0,67625.0,1309.0,0.0,50.0,312.0,479.0,0.0,2696.0,1545.0,1149.0,2696.0,2696.0,757.0
36_081_036700,2021,1617.0,323.0,970.0,8.9,0.0,16.0,1180.0,92.0,76487.0,54750.0,884.0,5.0,27.0,220.0,810.0,17.0,2213.0,911.0,355.0,2213.0,2213.0,672.0
36_081_037100,2021,941.0,302.0,703.0,1.4,0.0,24.0,730.0,69.0,91845.0,69424.0,693.0,0.0,10.0,187.0,419.0,0.0,1403.0,481.0,166.0,1403.0,1403.0,503.0
36_081_037300,2021,1466.0,224.0,1123.0,6.1,0.0,40.0,1938.0,47.0,92954.0,78413.0,1055.0,0.0,79.0,384.0,297.0,11.0,2543.0,1304.0,685.0,2543.0,2543.0,553.0
36_081_038100,2021,4777.0,569.0,4310.0,0.4,0.0,57.0,5700.0,98.0,90685.0,75521.0,4294.0,0.0,15.0,529.0,1149.0,0.0,7121.0,4602.0,3418.0,7121.0,7121.0,1756.0
36_081_034700,2021,2353.0,490.0,1677.0,9.2,0.0,0.0,2300.0,236.0,94902.0,71464.0,1522.0,0.0,55.0,519.0,470.0,0.0,3360.0,1905.0,852.0,3360.0,3360.0,902.0
36_081_035300,2021,1578.0,310.0,1108.0,3.2,0.0,0.0,1592.0,146.0,105105.0,101607.0,1073.0,0.0,61.0,130.0,162.0,0.0,2156.0,1527.0,641.0,2156.0,2156.0,702.0
36_081_037502,2021,1712.0,278.0,1372.0,3.6,0.0,84.0,2102.0,64.0,93160.0,68725.0,1323.0,0.0,90.0,171.0,431.0,0.0,2724.0,1287.0,674.0,2724.0,2724.0,678.0
36_081_027301,2021,2037.0,207.0,1838.0,16.9,0.0,151.0,2443.0,0.0,104795.0,63110.0,1527.0,0.0,7.0,662.0,15.0,0.0,3105.0,2382.0,1698.0,3105.0,3105.0,910.0
36_081_040702,2021,2930.0,207.0,2686.0,3.5,0.0,77.0,3821.0,25.0,90480.0,93182.0,2591.0,0.0,0.0,409.0,77.0,0.0,4341.0,3094.0,2370.0,4341.0,4341.0,996.0
36_081_040302,2021,2690.0,174.0,2404.0,4.7,0.0,38.0,3700.0,45.0,85965.0,75385.0,2291.0,0.0,83.0,507.0,51.0,0.0,4149.0,2653.0,1932.0,4149.0,4149.0,1062.0
36_081_040102,2021,3194.0,348.0,2908.0,5.9,0.0,66.0,4210.0,26.0,85353.0,71283.0,2737.0,0.0,222.0,625.0,206.0,0.0,4940.0,2840.0,2059.0,4940.0,4940.0,1201.0
36_081_027302,2021,3160.0,677.0,2356.0,8.1,0.0,50.0,2954.0,145.0,73030.0,52404.0,2165.0,0.0,31.0,694.0,685.0,0.0,4390.0,2551.0,1550.0,4390.0,4390.0,1477.0
36_081_040902,2021,2177.0,192.0,1940.0,2.6,0.0,0.0,3418.0,57.0,84184.0,70104.0,1890.0,0.0,60.0,0.0,211.0,0.0,3573.0,2238.0,1770.0,3573.0,3573.0,870.0
36_081_043900,2021,2131.0,48.0,1557.0,17.5,0.0,46.0,2784.0,180.0,77868.0,69919.0,1284.0,0.0,131.0,177.0,218.0,0.0,3209.0,1652.0,1135.0,3209.0,3209.0,1012.0
36_081_039902,2021,1208.0,59.0,838.0,2.4,12.0,9.0,1303.0,203.0,67163.0,57784.0,818.0,0.0,0.0,181.0,286.0,0.0,1867.0,1049.0,565.0,1867.0,1867.0,435.0
36_081_026902,2021,2945.0,973.0,2299.0,7.4,0.0,94.0,1886.0,272.0,80955.0,55298.0,2128.0,0.0,83.0,2015.0,46.0,30.0,4197.0,2686.0,1701.0,4197.0,4197.0,1437.0
36_081_043701,2021,2446.0,459.0,1498.0,9.7,0.0,16.0,2490.0,372.0,86923.0,74205.0,1353.0,0.0,37.0,255.0,342.0,0.0,3418.0,1865.0,1083.0,3418.0,3418.0,851.0
36_081_040701,2021,2218.0,357.0,1871.0,7.1,0.0,39.0,3551.0,20.0,95587.0,79558.0,1738.0,0.0,0.0,105.0,22.0,0.0,3676.0,2144.0,1634.0,3676.0,3676.0,867.0
36_081_074500,2021,3178.0,1106.0,1871.0,4.6,0.0,33.0,801.0,1649.0,82623.0,53716.0,1785.0,0.0,45.0,1113.0,414.0,0.0,3951.0,2299.0,711.0,3951.0,3951.0,1590.0
36_081_037900,2021,4580.0,469.0,3850.0,2.3,0.0,19.0,6534.0,57.0,105434.0,77904.0,3760.0,22.0,460.0,432.0,738.0,0.0,7170.0,4449.0,3288.0,7170.0,7170.0,1542.0
36_081_037501,2021,806.0,111.0,663.0,4.1,0.0,22.0,1340.0,29.0,70413.0,56458.0,636.0,0.0,16.0,39.0,128.0,0.0,1408.0,741.0,618.0,1408.0,1408.0,319.0
36_081_040901,2021,1413.0,48.0,1125.0,2.4,0.0,0.0,1727.0,24.0,100806.0,98750.0,1098.0,0.0,0.0,368.0,0.0,0.0,2119.0,1356.0,1017.0,2119.0,2119.0,421.0
36_081_040502,2021,1566.0,102.0,1498.0,6.6,0.0,22.0,1931.0,71.0,105407.0,88893.0,1399.0,0.0,94.0,265.0,303.0,0.0,2306.0,1506.0,1027.0,2306.0,2306.0,537.0
36_081_040501,2021,479.0,80.0,400.0,2.0,0.0,0.0,466.0,15.0,107856.0,95159.0,392.0,0.0,0.0,132.0,68.0,0.0,564.0,437.0,386.0,564.0,564.0,189.0
36_081_040301,2021,2108.0,196.0,1753.0,6.5,0.0,1.0,2546.0,0.0,64906.0,34457.0,1639.0,0.0,26.0,605.0,102.0,0.0,3151.0,2340.0,1502.0,3151.0,3151.0,930.0
36_081_039901,2021,1549.0,314.0,1093.0,2.7,0.0,0.0,2121.0,23.0,103350.0,111563.0,1063.0,0.0,78.0,256.0,29.0,0.0,2547.0,1602.0,1064.0,2547.0,2547.0,519.0
36_081_040101,2021,2137.0,261.0,1337.0,3.4,0.0,13.0,2366.0,19.0,84338.0,58512.0,1292.0,0.0,273.0,517.0,11.0,61.0,2852.0,2235.0,1107.0,2852.0,2852.0,766.0
36_081_027102,2021,1931.0,384.0,1540.0,9.1,0.0,44.0,2091.0,315.0,70095.0,71031.0,1400.0,0.0,24.0,357.0,48.0,0.0,2810.0,1862.0,1034.0,2810.0,2810.0,975.0
36_081_046902,2021,2541.0,570.0,2331.0,6.3,0.0,81.0,2454.0,55.0,83634.0,78646.0,2183.0,17.0,23.0,1158.0,79.0,0.0,3765.0,2634.0,1402.0,3765.0,3765.0,1139.0
36_081_027701,2021,2450.0,440.0,1966.0,7.6,0.0,0.0,2769.0,95.0,84629.0,61257.0,1816.0,66.0,0.0,633.0,21.0,0.0,3629.0,1543.0,698.0,3629.0,3629.0,1188.0
