,TRACTCE20,BLOCKCE20,GEOID20,sup_dist,geometry,percent
5947,60100,1016,60750601001016,2,"POLYGON ((-122.473184 37.80016, -122.473039 37.800446, -122.472961 37.800673, -122.472903 37.800875, -122.47283 37.801288, -122.472834 37.801481, -122.472929 37.801799, -122.472743 37.801784, -122.472551 37.801768, -122.472346 37.801779, -122.472289 37.801587, -122.472239 37.80151, -122.472138 37.801501, -122.472021 37.801517, -122.471621 37.801589, -122.471463 37.801617, -122.471062 37.801654, -122.470917 37.801659, -122.470812 37.801628, -122.470718 37.801583, -122.470674 37.801526, -122.470586 37.80134, -122.470452 37.801084, -122.470354 37.800918, -122.470293 37.80084, -122.470194 37.800789, -122.470075 37.800822, -122.469949 37.8009, -122.469908 37.800997, -122.469819 37.800973, -122.469594 37.800969, -122.469517 37.800966, -122.469518 37.800493, -122.469531 37.800226, -122.469523 37.799693, -122.46952 37.799255, -122.469478 37.798705, -122.46949 37.797843, -122.469553 37.797849, -122.469689 37.79786, -122.469941 37.798005, -122.47027 37.798445, -122.470635 37.799165, -122.470843 37.799362, -122.471097 37.799424, -122.471459 37.799396, -122.47176 37.799309, -122.472086 37.799122, -122.472786 37.798659, -122.473122 37.798538, -122.473497 37.798512, -122.473626 37.79875, -122.473999 37.799655, -122.473184 37.80016))",1.0000000000000002
730,22801,2003,60750228012003,9,"POLYGON ((-122.410962 37.760427, -122.410843 37.759202, -122.410759 37.759134, -122.41158 37.759084, -122.411706 37.760383, -122.410962 37.760427))",1.0000000000000002
436,22704,2003,60750227042003,10,"POLYGON ((-122.40626 37.760743, -122.406061 37.760753, -122.405921 37.760744, -122.405835 37.760749, -122.405097 37.760792, -122.404972 37.759502, -122.404011 37.759559, -122.403931 37.759025, -122.403868 37.758965, -122.403859 37.758923, -122.403908 37.758895, -122.404007 37.758884, -122.404042 37.75884, -122.404012 37.758787, -122.403876 37.758777, -122.403841 37.75874, -122.403859 37.75869, -122.403921 37.758663, -122.403988 37.758662, -122.404029 37.758628, -122.404001 37.758569, -122.403922 37.758563, -122.403836 37.758531, -122.403812 37.758489, -122.403834 37.758461, -122.403965 37.758423, -122.404 37.758378, -122.40398 37.758338, -122.403887 37.758287, -122.403822 37.757937, -122.403464 37.757644, -122.403212 37.757244, -122.403074 37.757052, -122.403461 37.757029, -122.403689 37.757015, -122.403774 37.757138, -122.404169 37.75753, -122.404442 37.757748, -122.404836 37.758034, -122.405048 37.758189, -122.405545 37.758537, -122.405903 37.758934, -122.406104 37.759196, -122.406244 37.759422, -122.406262 37.759452, -122.406389 37.759804, -122.406492 37.760255, -122.406493 37.760686, -122.40648 37.760731, -122.40626 37.760743))",1.0000000000000002
836,60502,3002,60750605023002,10,"POLYGON ((-122.422229 37.709007, -122.42224 37.708982, -122.42225781470829 37.70894249782076, -122.42290515887784 37.70912484787329, -122.422893 37.709162, -122.422506 37.710028, -122.422046 37.710353, -122.421944 37.710368, -122.421652 37.710286, -122.422229 37.709007))",1.0000000000000002
5990,11700,2020,60750117002020,3,"POLYGON ((-122.399959 37.793209, -122.399763 37.792258, -122.400933 37.792108, -122.401126 37.79306, -122.399959 37.793209))",1.0000000000000002
6455,18000,2005,60750180002005,6,"POLYGON ((-122.39806 37.779567, -122.397539 37.779132, -122.397062 37.778751, -122.396531 37.778327, -122.398755 37.776568, -122.399763 37.777372, -122.400298 37.777799, -122.39806 37.779567))",1.0000000000000002
310,30600,1003,60750306001003,7,"POLYGON ((-122.457149 37.745493, -122.456636 37.745969, -122.456493 37.746117, -122.456398 37.746297, -122.456328 37.746509, -122.456308 37.746576, -122.456224 37.746558, -122.455839 37.746466, -122.455534 37.746394, -122.455455 37.746368, -122.455488 37.74629, -122.455645 37.745938, -122.455804 37.7457, -122.456516 37.745023, -122.456667 37.744916, -122.456848 37.744808, -122.456966 37.745109, -122.457183 37.745401, -122.457394 37.74549, -122.457149 37.745493))",1.0000000000000002
835,25900,2005,60750259002005,9,"POLYGON ((-122.4105 37.723173, -122.410001 37.721973, -122.41099 37.721715, -122.411485 37.722915, -122.4105 37.723173))",1.0000000000000002
988,20500,1003,60750205001003,8,"POLYGON ((-122.439314 37.761416, -122.439014 37.761509, -122.438457 37.761619, -122.438355 37.761636, -122.438349 37.761569, -122.438339 37.761467, -122.438265 37.760692, -122.439337 37.760627, -122.439408 37.761366, -122.439314 37.761416))",1.0000000000000002
5856,15201,1000,60750152011000,2,"POLYGON ((-122.425616 37.789952, -122.425423 37.788995, -122.42705999988698 37.78878700001436, -122.42725999985886 37.78974299995249, -122.42725999998666 37.78974299993625, -122.42726 37.789743, -122.425616 37.789952))",1.0000000000000002
995,26100,3007,60750261003007,11,"POLYGON ((-122.446617 37.717696, -122.446949 37.717164, -122.447677 37.717452, -122.447344 37.717983, -122.446617 37.717696))",1.0000000000000002
996,30102,3004,60750301023004,7,"POLYGON ((-122.460356 37.759275, -122.459991 37.759349, -122.460574 37.760552, -122.460395 37.760673, -122.460237 37.761068, -122.460062 37.761795, -122.460044 37.762014, -122.459641 37.762172, -122.459526 37.761845, -122.459173 37.761912, -122.457905 37.761, -122.457544 37.761087, -122.457051 37.761139, -122.456637 37.761099, -122.456112 37.760914, -122.455887 37.760775, -122.455864 37.760481, -122.455944 37.760239, -122.456325 37.760048, -122.45667 37.759915, -122.456806 37.759802, -122.45685 37.759623, -122.456799 37.759425, -122.456603 37.759235, -122.455769 37.759008, -122.455266 37.759018, -122.454943 37.75875, -122.455331 37.758619, -122.455576 37.758506, -122.455808 37.7583, -122.456056 37.757619, -122.456145 37.757484, -122.456225 37.757405, -122.456276 37.757383, -122.456226 37.757323, -122.456097 37.757324, -122.455704 37.757431, -122.455048 37.757681, -122.454562 37.75807, -122.454466 37.758169, -122.454083 37.758805, -122.454002 37.758785, -122.453799 37.758737, -122.453573 37.758627, -122.453228 37.758386, -122.453155 37.758316, -122.452895 37.758063, -122.453317 37.75782, -122.453594 37.757622, -122.453669 37.757556, -122.453769 37.757468, -122.453872 37.757378, -122.454027 37.75718, -122.454078 37.757027, -122.454764 37.756899, -122.455429 37.756725, -122.455654 37.756678, -122.455697 37.756676, -122.455906 37.756668, -122.456471 37.756748, -122.457038 37.756837, -122.457199 37.756828, -122.457348 37.756755, -122.457432 37.75666, -122.457469 37.756561, -122.457442 37.756425, -122.45735 37.756311, -122.457272 37.756205, -122.457235 37.756052, -122.457246 37.755985, -122.457261 37.755898, -122.457353 37.755689, -122.45743 37.755736, -122.457539 37.755723, -122.457719 37.755664, -122.457898 37.755554, -122.457994 37.755446, -122.458084 37.755297, -122.458163 37.755199, -122.458323 37.755099, -122.458444 37.755074, -122.458713 37.755099, -122.459361 37.755463, -122.459476 37.75562, -122.459565 37.755934, -122.459606 37.756227, -122.459632 37.756572, -122.459712 37.756998, -122.459778 37.757151, -122.459899 37.75732, -122.460624 37.757082, -122.461491 37.756777, -122.461887 37.757407, -122.462115 37.758068, -122.462702 37.758543, -122.462863 37.758673, -122.46307 37.758659, -122.463146 37.758611, -122.463226 37.758562, -122.463266 37.758708, -122.460356 37.759275))",1.0000000000000002
5853,61101,2004,60750611012004,3,"POLYGON ((-122.404838 37.796249, -122.404412 37.796302, -122.404472 37.796198, -122.404441 37.796045, -122.404589 37.796026, -122.404584 37.796, -122.404578 37.795973, -122.404536 37.795763, -122.404703 37.79574, -122.404636 37.795367, -122.404957 37.795327, -122.405083 37.795926, -122.405112 37.796067, -122.405143 37.796211, -122.404838 37.796249))",1.0000000000000002
5992,47701,1000,60750477011000,1,"POLYGON ((-122.482598 37.780265, -122.482587 37.780124, -122.482453 37.778263, -122.483525 37.778214, -122.483656 37.780062, -122.483667 37.780207, -122.482598 37.780265))",1.0000000000000002
831,15702,1005,60750157021005,2,"POLYGON ((-122.44251 37.781505, -122.442128 37.781529, -122.441925 37.781003, -122.441801 37.780597, -122.441752 37.780282, -122.441739 37.78013, -122.441722 37.779936, -122.441744 37.779867, -122.442004 37.7798, -122.442373 37.779726, -122.442605 37.779695, -122.442622 37.780064, -122.442681 37.780493, -122.442764 37.780838, -122.442972 37.78146, -122.44251 37.781505))",1.0000000000000002
446,17700,1020,60750177001020,9,"POLYGON ((-122.412538 37.76677, -122.412416 37.76549, -122.413105 37.765448, -122.413038 37.766003, -122.41283 37.766751, -122.412538 37.76677))",1.0000000000000002
443,60100,1015,60750601001015,2,"POLYGON ((-122.472929 37.801799, -122.472834 37.801481, -122.47283 37.801288, -122.472903 37.800875, -122.472961 37.800673, -122.473039 37.800446, -122.473184 37.80016, -122.473999 37.799655, -122.474135 37.799951, -122.474019 37.799973, -122.473747 37.800171, -122.473563 37.80037, -122.473448 37.800577, -122.473393 37.8008, -122.47339 37.801024, -122.473424 37.801272, -122.473589 37.801691, -122.473626 37.801887, -122.472929 37.801799))",1.0000000000000002
997,25502,3008,60750255023008,8,"POLYGON ((-122.430253 37.733715, -122.430192 37.733725, -122.430133 37.733732, -122.430068 37.733738, -122.430012 37.733755, -122.429945 37.733784, -122.429877 37.733799, -122.429811 37.733804, -122.429748 37.733808, -122.429687 37.73381, -122.42962 37.733814, -122.429556 37.733825, -122.429491 37.733839, -122.429422 37.733393, -122.430278 37.733313, -122.430335 37.733701, -122.430253 37.733715))",1.0000000000000002
987,22702,2001,60750227022001,10,"POLYGON ((-122.393613 37.762756, -122.393488 37.761476, -122.394474 37.761417, -122.394595 37.762696, -122.393613 37.762756))",1.0000000000000002
984,25600,2004,60750256002004,11,"POLYGON ((-122.41938800012353 37.72880899996817, -122.41890000024539 37.727626999936966, -122.41890000024497 37.72762699993595, -122.419883 37.72737, -122.420374 37.728555, -122.41938800012353 37.72880899996817))",1.0000000000000002
6361,25300,2001,60750253002001,9,"POLYGON ((-122.419491 37.742318, -122.418914 37.742085, -122.419467 37.741233, -122.420051 37.741465, -122.419811 37.741834, -122.419491 37.742318))",1.0000000000000002
961,12601,1003,60750126011003,2,"POLYGON ((-122.44031 37.800301, -122.441177 37.80019, -122.441368 37.801126, -122.441254 37.801136, -122.440509 37.801281, -122.44031 37.800301))",1.0000000000000002
968,31202,1001,60750312021001,11,"POLYGON ((-122.454096 37.720038, -122.454082 37.718174, -122.454189 37.718239, -122.455111 37.718237, -122.455118 37.720036, -122.454096 37.720038))",1.0000000000000002
6439,25600,4006,60750256004006,11,"POLYGON ((-122.430199 37.729872, -122.430112 37.729971, -122.43008 37.730004, -122.430043 37.729969, -122.430003 37.729945, -122.429974 37.729946, -122.429853 37.729952, -122.428328 37.730021, -122.428268 37.729284, -122.43064 37.729164, -122.430764 37.729211, -122.430809 37.729228, -122.430828 37.729239, -122.430199 37.729872))",1.0000000000000002
6440,30302,2007,60750303022007,7,"POLYGON ((-122.469096 37.752924, -122.468726 37.752206, -122.468863 37.752116, -122.468813 37.75191, -122.468788 37.75171, -122.468817 37.751513, -122.468877 37.751231, -122.468976 37.751016, -122.469014 37.750797, -122.469034 37.750835, -122.469133 37.751023, -122.469545 37.751344, -122.469668 37.751585, -122.469611 37.751896, -122.469732 37.752256, -122.469782 37.752675, -122.469096 37.752924))",1.0000000000000002
431,22704,1015,60750227041015,10,"POLYGON ((-122.403292 37.762171, -122.403171 37.760892, -122.404134 37.760834, -122.404259 37.762113, -122.403292 37.762171))",1.0000000000000002
837,17603,3003,60750176033003,6,"POLYGON ((-122.413587 37.77466, -122.413769 37.774516, -122.413944 37.774378, -122.414511 37.77483, -122.415485 37.775607, -122.415128 37.77589, -122.413587 37.77466))",1.0000000000000002
5983,30900,6001,60750309006001,7,"POLYGON ((-122.475044 37.734764, -122.47502 37.73456, -122.4749 37.732431, -122.474955 37.732456, -122.47506299969514 37.73249499988991, -122.47513085927865 37.733770137536155, -122.475173 37.734562, -122.475189 37.734762, -122.475044 37.734764))",1.0000000000000002
976,22600,1007,60750226001007,10,"POLYGON ((-122.388393 37.757935, -122.388101 37.755384, -122.388313 37.755371, -122.389001 37.75533, -122.389106 37.756357, -122.389248 37.757884, -122.388393 37.757935))",1.0000000000000002
977,30900,6023,60750309006023,7,"POLYGON ((-122.474813 37.731073, -122.474782 37.730993, -122.474735 37.730361, -122.474634 37.728992, -122.474857 37.72901, -122.47485700000271 37.729010000071874, -122.47485699982933 37.72901000002629, -122.47488799979149 37.72983199966283, -122.47490799988296 37.73040899979855, -122.47492188931528 37.73055288462555, -122.474972 37.731072, -122.474813 37.731073))",1.0000000000000002
6357,35202,2003,60750352022003,4,"POLYGON ((-122.506059 37.762285, -122.505928 37.760424, -122.506999 37.760377, -122.50713 37.762238, -122.506059 37.762285))",1.0000000000000002
6356,61507,1007,60750615071007,6,"POLYGON ((-122.392525 37.791311, -122.393408 37.790613, -122.39494 37.791842, -122.39406 37.792537, -122.392525 37.791311))",1.0000000000000002
320,20102,2000,60750201022000,9,"POLYGON ((-122.417487 37.765183, -122.417332 37.763572, -122.418484 37.763496, -122.418552 37.763577, -122.418698 37.76511, -122.418579 37.765117, -122.417487 37.765183))",1.0000000000000002
5987,35102,2001,60750351022001,4,"POLYGON ((-122.496021 37.757117, -122.495897 37.755251, -122.49696 37.755202, -122.497091 37.75707, -122.496021 37.757117))",1.0000000000000002
330,32602,1001,60750326021001,4,"POLYGON ((-122.486769 37.765072, -122.485954 37.76511, -122.485834 37.765113, -122.485827 37.765013, -122.485699 37.763184, -122.48677 37.763137, -122.4869 37.764981, -122.486906 37.765054, -122.486769 37.765072))",1.0000000000000002
6458,42700,3003,60750427003003,1,"POLYGON ((-122.490364 37.78364, -122.490231 37.781775, -122.491299 37.781726, -122.491436 37.783591, -122.490364 37.78364))",1.0000000000000002
998,17700,2030,60750177002030,9,"POLYGON ((-122.416388 37.765249, -122.416227 37.763635, -122.417332 37.763572, -122.417487 37.765183, -122.416388 37.765249))",1.0000000000000002
999,22901,3002,60750229013002,9,"POLYGON ((-122.415014 37.750837, -122.414861 37.749238, -122.415389 37.749206, -122.415542 37.750805, -122.415014 37.750837))",1.0000000000000002
6470,47801,1001,60750478011001,1,"POLYGON ((-122.48968 37.774192, -122.489539 37.772325, -122.490617 37.772276, -122.490752 37.774143, -122.48968 37.774192))",1.0000000000000002
818,12502,3000,60750125023000,5,"POLYGON ((-122.410952 37.784141, -122.410863 37.783702, -122.410857 37.78367, -122.410765 37.783214, -122.412412 37.783004, -122.412595 37.783933, -122.410952 37.784141))",1.0000000000000002
6473,30700,2006,60750307002006,7,"POLYGON ((-122.444954 37.734552, -122.444947 37.734198, -122.444328 37.734197, -122.44432 37.733811, -122.444425 37.73381, -122.445605 37.733801, -122.445782 37.73385, -122.445695 37.733971, -122.445386 37.734245, -122.44535 37.734322, -122.445354 37.734549, -122.444954 37.734552))",1.0000000000000002
6474,33001,2002,60750330012002,4,"POLYGON ((-122.487476 37.742532, -122.487346 37.740664, -122.488417 37.740616, -122.488547 37.742485, -122.487476 37.742532))",1.0000000000000002
6475,26301,3008,60750263013008,11,"POLYGON ((-122.442143 37.71223, -122.44166 37.711073, -122.442156 37.710944, -122.44262 37.712047, -122.442566 37.712115, -122.442143 37.71223))",1.0000000000000002
1026,60701,2007,60750607012007,6,"POLYGON ((-122.393076 37.77221, -122.39154 37.773353, -122.391438 37.773486, -122.391395 37.773217, -122.391348 37.772854, -122.391339 37.772811, -122.391295 37.771906, -122.391647 37.771895, -122.392955 37.771798, -122.39336 37.771768, -122.393634 37.771766, -122.393076 37.77221))",1.0000000000000002
5833,31000,1013,60750310001013,7,"POLYGON ((-122.461151 37.731488, -122.460996 37.73162, -122.460559 37.731919, -122.460349 37.731973, -122.460072 37.731971, -122.459701 37.731886, -122.459927 37.731694, -122.460053 37.731529, -122.460175 37.731262, -122.460307 37.731081, -122.460444 37.73095, -122.460557 37.730796, -122.46062 37.730631, -122.460584 37.730524, -122.460564 37.730467, -122.460785 37.730327, -122.460984 37.730207, -122.46117 37.730132, -122.461407 37.730071, -122.461748 37.730064, -122.461642 37.730231, -122.461463 37.73047, -122.461379 37.730689, -122.461343 37.730895, -122.461292 37.731326, -122.461151 37.731488))",1.0000000000000002
5827,31202,1005,60750312021005,11,"POLYGON ((-122.458178 37.720027, -122.458163 37.718232, -122.459187 37.71823, -122.459198 37.720024, -122.458178 37.720027))",1.0000000000000002
286,21700,2001,60750217002001,8,"POLYGON ((-122.435642 37.73714, -122.435149 37.737571, -122.434715 37.737547, -122.434731 37.737413, -122.434697 37.737256, -122.43493 37.737214, -122.435124 37.737108, -122.435209 37.737036, -122.435292 37.736933, -122.435393 37.736842, -122.435503 37.736788, -122.436156 37.73654, -122.436357 37.736861, -122.435642 37.73714))",1.0000000000000002
284,31302,2001,60750313022001,11,"POLYGON ((-122.467116 37.716108, -122.467094 37.714273, -122.467996 37.714266, -122.468017 37.716103, -122.467116 37.716108))",1.0000000000000002
1033,22600,1016,60750226001016,10,"POLYGON ((-122.387772 37.754118, -122.387582 37.75413, -122.386939 37.754168, -122.386812 37.75289, -122.387696 37.752831, -122.38789 37.752819, -122.387959 37.754107, -122.387772 37.754118))",1.0000000000000002
6478,25403,2010,60750254032010,9,"POLYGON ((-122.418725 37.734983, -122.418816 37.734017, -122.419585 37.734057, -122.419667 37.734091, -122.419689 37.734153, -122.419606 37.735027, -122.418725 37.734983))",1.0000000000000002
