,TRACTCE20,BLOCKCE20,GEOID20,sup_dist,geometry,percent
53,25702,1007,60750257021007,9,"POLYGON ((-122.404101 37.726173, -122.403601 37.724976, -122.404586 37.724718, -122.405086 37.725915, -122.404101 37.726173))",1.0000000000000002
6167,23102,2003,60750231022003,10,"POLYGON ((-122.385734 37.733925, -122.385418 37.733428, -122.385129 37.733141, -122.385052 37.733114, -122.385167 37.733057, -122.385296 37.733003, -122.385486 37.732984, -122.3855 37.733113, -122.385537 37.733175, -122.385686 37.733349, -122.385798 37.733504, -122.38589 37.733652, -122.385989 37.733838, -122.385992 37.733888, -122.385965 37.733926, -122.385921 37.733943, -122.385821 37.733973, -122.385755 37.733988, -122.385734 37.733925))",1.0000000000000002
54,12801,1002,60750128011002,2,"POLYGON ((-122.44395 37.796969, -122.443761 37.796036, -122.44541 37.795827, -122.445598 37.796759, -122.44395 37.796969))",1.0000000000000002
642,15801,2002,60750158012002,5,"POLYGON ((-122.438452 37.782558, -122.438272 37.781621, -122.439048 37.781528, -122.439246 37.782456, -122.438452 37.782558))",1.0000000000000002
643,20401,2002,60750204012002,8,"POLYGON ((-122.446395 37.758856, -122.446267 37.758754, -122.446021 37.758722, -122.445689 37.758271, -122.445661 37.758128, -122.445635 37.757884, -122.445545 37.757766, -122.44538 37.757698, -122.445139 37.757723, -122.444832 37.757849, -122.444665 37.757854, -122.444964 37.757273, -122.445298 37.7572, -122.445471 37.757205, -122.445891 37.75734, -122.446188 37.757813, -122.446679 37.758389, -122.446772 37.758454, -122.446395 37.758856))",1.0000000000000002
1333,21100,1006,60750211001006,8,"POLYGON ((-122.427129 37.754933, -122.426634 37.754962, -122.426555 37.754155, -122.426478 37.75336, -122.427023 37.753326, -122.427583 37.753292, -122.427736 37.754897, -122.427129 37.754933))",1.0000000000000002
1343,21100,4000,60750211004000,8,"POLYGON ((-122.43177 37.75626, -122.430115 37.75636, -122.430038 37.755556, -122.432254 37.755423, -122.432331 37.756227, -122.43177 37.75626))",1.0000000000000002
1329,47802,3001,60750478023001,1,"POLYGON ((-122.495307 37.779667, -122.494505 37.779692, -122.494385 37.7797, -122.494376 37.77958, -122.49424 37.777725, -122.49531 37.777677, -122.495441 37.779558, -122.495448 37.779647, -122.495307 37.779667))",1.0000000000000002
47,13001,1001,60750130011001,2,"POLYGON ((-122.424121 37.798719, -122.424534 37.798661, -122.424704 37.798806, -122.424751 37.799036, -122.424684 37.799045, -122.42431 37.799092, -122.42420000020581 37.79910999996632, -122.42416759366218 37.798949609138084, -122.424121 37.798719))",1.0000000000000002
5574,21800,3005,60750218003005,8,"POLYGON ((-122.427707 37.737214, -122.427156 37.736685, -122.428429 37.735857, -122.428977 37.736388, -122.427707 37.737214))",1.0000000000000002
1315,40200,2000,60750402002000,1,"POLYGON ((-122.466563 37.782849, -122.466432 37.78099, -122.466555 37.780991, -122.467374 37.780955, -122.467492 37.780938, -122.467629 37.782802, -122.466563 37.782849))",1.0000000000000002
1346,16601,2000,60750166012000,5,"POLYGON ((-122.445717 37.77208, -122.445535 37.771142, -122.447123 37.770935, -122.447312 37.771878, -122.445717 37.77208))",1.0000000000000002
1347,13200,2005,60750132002005,2,"POLYGON ((-122.445035 37.793963, -122.444941 37.793497, -122.445058 37.793484, -122.44539 37.793442, -122.445427 37.793622, -122.445893 37.793549, -122.445859 37.793379, -122.446003 37.793361, -122.44619 37.79334, -122.446375 37.793317, -122.446524 37.793337, -122.446588 37.793765, -122.445035 37.793963))",1.0000000000000002
6669,32902,3007,60750329023007,4,"POLYGON ((-122.493488 37.751614, -122.493358 37.749753, -122.494427 37.749706, -122.494561 37.751568, -122.493488 37.751614))",1.0000000000000002
1323,61501,1000,60750615011000,6,"POLYGON ((-122.397343 37.792374, -122.395813 37.791153, -122.39669 37.790461, -122.398221 37.791681, -122.39830199993574 37.79174599994843, -122.39828711452195 37.79175799725096, -122.398235 37.7918, -122.39749 37.792387, -122.397428 37.792442, -122.397343 37.792374))",1.0000000000000002
651,25702,2003,60750257022003,9,"POLYGON ((-122.40516 37.732308, -122.40464 37.731497, -122.40417 37.730479, -122.404002 37.730114, -122.403507 37.729061, -122.40349 37.729022, -122.40297 37.727796, -122.403102 37.727762, -122.403593 37.727634, -122.4041 37.728835, -122.404593 37.730037, -122.404706 37.730318, -122.405086 37.731237, -122.405608 37.732439, -122.405315 37.732596, -122.40516 37.732308))",1.0000000000000002
1348,60100,2075,60750601002075,2,"POLYGON ((-122.461978 37.797106, -122.462268 37.796704, -122.462404 37.796453, -122.462465 37.796218, -122.46247 37.796, -122.46243 37.795832, -122.462357 37.795758, -122.462259 37.795696, -122.4621 37.795682, -122.46198 37.795705, -122.461858 37.795779, -122.461507 37.796078, -122.461103 37.796369, -122.460792 37.796532, -122.460619 37.79656, -122.460399 37.796525, -122.460133 37.796394, -122.460056 37.79629, -122.460035 37.796154, -122.460051 37.796001, -122.461169 37.795024, -122.461392 37.795228, -122.461268 37.795343, -122.460872 37.795732, -122.460589 37.795924, -122.46047 37.796032, -122.460479 37.796147, -122.460533 37.796228, -122.460622 37.79625, -122.460721 37.796232, -122.460909 37.796123, -122.461114 37.795963, -122.461373 37.795745, -122.461687 37.795497, -122.461793 37.795422, -122.461904 37.795374, -122.462068 37.795355, -122.462246 37.795359, -122.4624 37.795412, -122.462536 37.795483, -122.462652 37.795577, -122.462738 37.79567, -122.462814 37.795768, -122.462867 37.795886, -122.46286 37.796024, -122.462842 37.796167, -122.462759 37.796433, -122.462676 37.796635, -122.462412 37.797056, -122.462228 37.797318, -122.462173 37.797341, -122.462086 37.79735, -122.461962 37.797338, -122.461799 37.797338, -122.461978 37.797106))",1.0000000000000002
1353,17801,2001,60750178012001,6,"POLYGON ((-122.402396 37.780181, -122.400613 37.781588, -122.400285 37.781326, -122.40015 37.781218, -122.402066 37.779705, -122.402377 37.779459, -122.402487 37.779547, -122.402518 37.779572, -122.402658 37.779683, -122.402841 37.779829, -122.402396 37.780181))",1.0000000000000002
1320,15900,4004,60750159004004,5,"POLYGON ((-122.43099 37.783096, -122.430886 37.782558, -122.430696 37.781635, -122.431696 37.781508, -122.432329 37.781428, -122.432515 37.78235, -122.432629 37.782914, -122.43099 37.783096))",1.0000000000000002
6160,40100,4000,60750401004000,1,"POLYGON ((-122.46376 37.788684, -122.463618 37.786722, -122.464693 37.78667, -122.464817 37.788378, -122.4647810000267 37.788563999862035, -122.46478099973262 37.78856399992135, -122.46358100017024 37.78880599988398, -122.46376 37.788684))",1.0000000000000002
45,17700,2023,60750177002023,9,"POLYGON ((-122.416549 37.766871, -122.416388 37.765249, -122.417487 37.765183, -122.417542 37.765752, -122.417645 37.766805, -122.416549 37.766871))",1.0000000000000002
5582,21500,4000,60750215004000,8,"POLYGON ((-122.426822 37.745299, -122.426746 37.744497, -122.428959 37.744363, -122.429037 37.745165, -122.426822 37.745299))",1.0000000000000002
62,16900,2002,60750169002002,8,"POLYGON ((-122.430247 37.769392, -122.430081 37.767662, -122.430536 37.767635, -122.431191 37.767595, -122.431357 37.769321, -122.430247 37.769392))",1.0000000000000002
1318,32902,1001,60750329021001,4,"POLYGON ((-122.487316 37.755635, -122.487183 37.753769, -122.488264 37.753721, -122.488386 37.755588, -122.487316 37.755635))",1.0000000000000002
5575,25502,1006,60750255021006,11,"POLYGON ((-122.434109 37.731037, -122.434013 37.730691, -122.433854 37.730328, -122.434219 37.730227, -122.434846 37.730911, -122.434574 37.731076, -122.434188 37.73122, -122.434132 37.73109, -122.434109 37.731037))",1.0000000000000002
6258,18000,3000,60750180003000,6,"POLYGON ((-122.402265 37.773794, -122.402103 37.773923, -122.402046 37.773967, -122.401518 37.774385, -122.400982 37.774809, -122.400958 37.774738, -122.400886 37.774636, -122.400802 37.774498, -122.400439 37.774113, -122.400097 37.773804, -122.399616 37.773429, -122.399648 37.773404, -122.401657 37.771817, -122.403205 37.773051, -122.402671 37.773473, -122.402265 37.773794))",1.0000000000000002
627,60702,1013,60750607021013,6,"POLYGON ((-122.403874 37.768591, -122.403779 37.767527, -122.40376 37.767316, -122.40475 37.767257, -122.404875 37.768531, -122.403874 37.768591))",1.0000000000000002
672,16300,1002,60750163001002,5,"POLYGON ((-122.428008 37.77672, -122.429307 37.776553, -122.429268 37.776355, -122.429315 37.776349, -122.429312 37.776337, -122.429362 37.776331, -122.429368 37.77636, -122.429622 37.776329, -122.429626 37.776513, -122.429677 37.776595, -122.429757 37.776967, -122.429687 37.776976, -122.429589 37.776989, -122.428778 37.777092, -122.428101 37.777178, -122.428008 37.77672))",1.0000000000000002
1367,22902,1000,60750229021000,9,"POLYGON ((-122.409253 37.754398, -122.409239 37.754262, -122.409266 37.754223, -122.40913 37.752796, -122.410066 37.752739, -122.41022 37.754341, -122.409253 37.754398))",1.0000000000000002
5617,26003,1011,60750260031011,11,"POLYGON ((-122.430026 37.722398, -122.429249 37.722026, -122.430412 37.720478, -122.431205 37.720856, -122.430026 37.722398))",1.0000000000000002
554,22801,3002,60750228013002,9,"POLYGON ((-122.414842 37.760499, -122.41469 37.758896, -122.415779 37.75883, -122.415929 37.760433, -122.414842 37.760499))",1.0000000000000002
1368,61200,1010,60750612001010,10,"POLYGON ((-122.390379 37.735991, -122.390224 37.736433, -122.390144 37.736388, -122.390092 37.736359, -122.38922 37.735856, -122.389771 37.735225, -122.390416 37.735591, -122.390477 37.735625, -122.390516 37.735647, -122.390379 37.735991))",1.0000000000000002
6634,25600,1010,60750256001010,11,"POLYGON ((-122.423808 37.730251, -122.423635 37.730276, -122.423472 37.73035, -122.423328 37.730472, -122.423268 37.73059, -122.423244 37.730819, -122.422767 37.730764, -122.4225 37.730773, -122.422522 37.730386, -122.422588 37.730176, -122.422708 37.72999, -122.422891 37.729813, -122.423036 37.729708, -122.423287 37.729601, -122.423577 37.729521, -122.423798 37.729509, -122.426025 37.729397, -122.426084 37.730136, -122.423808 37.730251))",1.0000000000000002
6131,18000,4019,60750180004019,6,"POLYGON ((-122.408531 37.771291, -122.407001 37.77005, -122.407587 37.769586, -122.408544 37.770349, -122.409134 37.77082, -122.408531 37.771291))",1.0000000000000002
5621,10800,2002,60750108002002,3,"POLYGON ((-122.414558 37.796893, -122.41445 37.79691, -122.413559 37.797039, -122.413544 37.796966, -122.413532 37.796903, -122.413455 37.796522, -122.41478 37.796356, -122.414818 37.796399, -122.414883 37.796719, -122.414896 37.79678, -122.414909 37.796844, -122.414558 37.796893))",1.0000000000000002
6246,32901,4001,60750329014001,4,"POLYGON ((-122.486536 37.744446, -122.486408 37.742579, -122.487476 37.742532, -122.487607 37.744399, -122.486536 37.744446))",1.0000000000000002
553,25600,4004,60750256004004,11,"POLYGON ((-122.426267 37.730897, -122.426144 37.730881, -122.426084 37.730136, -122.428328 37.730021, -122.42839 37.730789, -122.426267 37.730897))",1.0000000000000002
624,10202,2005,60750102022005,2,"POLYGON ((-122.425018 37.804157, -122.423466 37.804355, -122.423275 37.803413, -122.424819 37.803219, -122.425017 37.803194, -122.425042 37.803293, -122.425063 37.803399, -122.425132 37.803738, -122.425191 37.804027, -122.425209 37.804133, -122.425018 37.804157))",1.0000000000000002
6180,23300,1006,60750233001006,10,"POLYGON ((-122.399007 37.721303, -122.398326 37.721143, -122.39823 37.721121, -122.397956 37.720965, -122.397934 37.720953, -122.397295 37.72059, -122.397569 37.720287, -122.398145 37.720128, -122.398241 37.720182, -122.39939 37.720835, -122.3996 37.72092, -122.399831 37.721427, -122.399925 37.721517, -122.399007 37.721303))",1.0000000000000002
1274,10402,2002,60750104022002,3,"POLYGON ((-122.40742 37.802572, -122.406703 37.802662, -122.406526 37.802684, -122.406398 37.8027, -122.40637 37.802563, -122.406321 37.802327, -122.406208 37.801777, -122.406287 37.801766, -122.406527 37.801735, -122.406988 37.801674, -122.407461 37.801611, -122.40777 37.801571, -122.407896 37.802203, -122.4079 37.802223, -122.407956 37.802505, -122.40742 37.802572))",1.0000000000000002
6134,33002,3002,60750330023002,4,"POLYGON ((-122.477574 37.73923, -122.477444 37.73736, -122.4785 37.737313, -122.478644 37.739183, -122.477574 37.73923))",1.0000000000000002
6127,30500,3001,60750305003001,7,"POLYGON ((-122.453768 37.751212, -122.453292 37.751195, -122.452929 37.751215, -122.453011 37.751149, -122.453095 37.750848, -122.453146 37.750565, -122.453158 37.750336, -122.453143 37.749649, -122.45313 37.749524, -122.453077 37.749345, -122.453085 37.749029, -122.45314 37.74897, -122.454081 37.748972, -122.454172 37.749045, -122.454152 37.749434, -122.454043 37.74977, -122.454017 37.749999, -122.454037 37.750634, -122.454119 37.750823, -122.454324 37.751025, -122.454406 37.751182, -122.454392 37.751279, -122.453768 37.751212))",1.0000000000000002
6691,31100,1004,60750311001004,8,"POLYGON ((-122.437045 37.732857, -122.436686 37.734, -122.436606 37.733987, -122.435943 37.733855, -122.435852 37.733837, -122.436238 37.732606, -122.436238 37.73238200024457, -122.43746200000024 37.73237700004536, -122.437465 37.732937, -122.437045 37.732857))",1.0000000000000002
5530,17000,2005,60750170002005,8,"POLYGON ((-122.441987 37.763252, -122.441653 37.763243, -122.441544 37.763205, -122.441491 37.763092, -122.441521 37.762993, -122.44157 37.762955, -122.442229 37.7627, -122.442983 37.762553, -122.443751 37.762674, -122.44447 37.762521, -122.444668 37.762496, -122.444609 37.762579, -122.443864 37.763273, -122.443795 37.763296, -122.441987 37.763252))",1.0000000000000002
6250,11001,2000,60750110012000,3,"POLYGON ((-122.419753 37.794354, -122.419579 37.793467, -122.42123 37.793258, -122.421404 37.794144, -122.419753 37.794354))",1.0000000000000002
622,16000,1000,60750160001000,2,"POLYGON ((-122.422745 37.784084, -122.422653 37.783619, -122.424295 37.7834, -122.424487 37.784346, -122.424678 37.785291, -122.424538 37.785274, -122.42417 37.785193, -122.423874 37.785003, -122.423612 37.784766, -122.423325 37.784615, -122.42304 37.784553, -122.422838 37.784547, -122.422745 37.784084))",1.0000000000000002
5629,980900,1020,60759809001020,10,"POLYGON ((-122.396274 37.749746, -122.395308 37.749804, -122.39334 37.749915, -122.393183 37.749933, -122.392386 37.750022, -122.392363 37.750025, -122.392228 37.750044, -122.39193 37.750087, -122.391763 37.750105, -122.391706 37.750111, -122.391418 37.750141, -122.390433 37.750118, -122.390296 37.748785, -122.390219 37.748026, -122.39021 37.747946, -122.390216 37.747504, -122.390264 37.747521, -122.392181 37.74833, -122.392481 37.74843, -122.392781 37.74763, -122.392281 37.74753, -122.390481 37.74703, -122.390128 37.747051, -122.390107 37.746818, -122.390489 37.746792, -122.390635 37.746835, -122.391455 37.747074, -122.391523 37.747094, -122.392519 37.747384, -122.392708 37.747439, -122.392844 37.747479, -122.392881 37.747439, -122.392931 37.747384, -122.393207 37.747368, -122.393313 37.747362, -122.393343 37.74736, -122.393544 37.747348, -122.393718 37.747338, -122.393842 37.747331, -122.393995 37.747322, -122.395743 37.747221, -122.396009 37.747262, -122.396186 37.747385, -122.396647 37.748352, -122.397285 37.749685, -122.396274 37.749746))",1.0000000000000002
549,13200,4001,60750132004001,2,"POLYGON ((-122.431828 37.795644, -122.431733 37.795175, -122.43185 37.79516, -122.43232 37.7951, -122.432346 37.795226, -122.432814 37.795158, -122.43279 37.79504, -122.432925 37.795023, -122.432911 37.794953, -122.433242 37.79491, -122.433357 37.794885, -122.433374 37.79497, -122.433469 37.795435, -122.431828 37.795644))",1.0000000000000002
5527,26303,3002,60750263033002,11,"POLYGON ((-122.449309 37.709946, -122.448931 37.710074, -122.448377 37.710373, -122.448022 37.709716, -122.447899 37.709488, -122.447674 37.709071, -122.449847 37.708328, -122.450093 37.708786, -122.450499 37.709543, -122.450095 37.70968, -122.449309 37.709946))",1.0000000000000002
542,16200,2000,60750162002000,5,"POLYGON ((-122.419765 37.777291, -122.419542 37.776364, -122.421148 37.776159, -122.421235 37.776626, -122.42133 37.777091, -122.419765 37.777291))",1.0000000000000002
541,47902,1003,60750479021003,1,"POLYGON ((-122.504057 37.779705, -122.504025 37.779261, -122.504018 37.779169, -122.505011 37.779096, -122.50509 37.77916, -122.505135 37.7798, -122.504057 37.779705))",1.0000000000000002
5633,20401,2005,60750204012005,8,"POLYGON ((-122.447124 37.757717, -122.446942 37.757229, -122.447101 37.757358, -122.447768 37.757662, -122.447488 37.757799, -122.447303 37.757891, -122.447124 37.757717))",1.0000000000000002
33,61000,1005,60750610001005,10,"POLYGON ((-122.400514 37.712742, -122.400789 37.712016, -122.401267 37.712116, -122.401915 37.712251, -122.401568 37.712349, -122.401143 37.712525, -122.401005 37.712626, -122.400626 37.712984, -122.400514 37.712742))",1.0000000000000002
118,61502,2010,60750615022010,6,"POLYGON ((-122.392613 37.781423, -122.391065 37.780182, -122.392211 37.779277, -122.39275 37.778852, -122.3943 37.78009, -122.393607 37.780638, -122.393188 37.780969, -122.392613 37.781423))",1.0000000000000002
1271,32902,1008,60750329021008,4,"POLYGON ((-122.495256 37.755281, -122.49482 37.755301, -122.494691 37.753437, -122.49515 37.753417, -122.495307 37.75341, -122.495315 37.753541, -122.495432 37.755214, -122.495433 37.755273, -122.495256 37.755281))",1.0000000000000002
6144,26402,3008,60750264023008,10,"POLYGON ((-122.405171 37.715732, -122.403203 37.714965, -122.402996 37.715156, -122.402561 37.715558, -122.402445 37.715665, -122.402316 37.715855, -122.402091 37.716061, -122.401595 37.714856, -122.401763 37.714842, -122.402188 37.714731, -122.402325 37.714711, -122.402562 37.71465, -122.402654 37.714586, -122.403113 37.714462, -122.403507 37.714357, -122.403617 37.714327, -122.403693 37.714341, -122.403823 37.714396, -122.405523 37.715059, -122.406189 37.715244, -122.405895 37.71593, -122.405171 37.715732))",1.0000000000000002
5615,23300,2011,60750233002011,10,"POLYGON ((-122.3941 37.72728, -122.393595 37.726994, -122.393941 37.726287, -122.394171 37.72639, -122.395983 37.727418, -122.395871 37.728285, -122.3941 37.72728))",1.0000000000000002
6637,26404,1005,60750264041005,10,"POLYGON ((-122.416441 37.709129, -122.415964 37.708995, -122.415962 37.708912, -122.416188 37.708402, -122.416222 37.708328, -122.41669852596384 37.7083292707359, -122.41670755040343 37.70833180865993, -122.41670867092235 37.70832929778913, -122.41695999524153 37.70832996798731, -122.41707742363684 37.70836299152405, -122.41709170035772 37.708331, -122.417211 37.708331, -122.417182 37.708395, -122.416808 37.709233, -122.416441 37.709129))",1.0000000000000002
6234,61000,1003,60750610001003,10,"POLYGON ((-122.399755 37.713858, -122.398578 37.713278, -122.398438 37.71323, -122.398303 37.713231, -122.397658 37.713316, -122.397654 37.713297, -122.397689 37.713118, -122.397881 37.712992, -122.398167 37.712947, -122.398542 37.712994, -122.398874 37.713082, -122.399363 37.713319, -122.399755 37.713509, -122.400017 37.713584, -122.399755 37.713858))",1.0000000000000002
6235,32801,3003,60750328013003,4,"POLYGON ((-122.483582 37.748315, -122.483452 37.746449, -122.484524 37.746401, -122.484654 37.748267, -122.483582 37.748315))",1.0000000000000002
6650,12405,3000,60750124053000,5,"POLYGON ((-122.417339 37.782379, -122.417146 37.781447, -122.418808 37.781236, -122.418901 37.781705, -122.418993 37.782169, -122.417339 37.782379))",1.0000000000000002
626,21400,2015,60750214002015,8,"POLYGON ((-122.433353 37.748121, -122.431912 37.748207, -122.431557 37.748229, -122.431542 37.748138, -122.431477 37.747434, -122.431774 37.747413, -122.432129 37.74739, -122.433697 37.747297, -122.433769 37.748097, -122.433353 37.748121))",1.0000000000000002
6685,13200,2000,60750132002000,2,"POLYGON ((-122.438591 37.795741, -122.438402 37.794807, -122.440045 37.794598, -122.440234 37.795533, -122.438591 37.795741))",1.0000000000000002
559,22902,2005,60750229022005,9,"POLYGON ((-122.408825 37.749601, -122.40871 37.748397, -122.408854 37.748397, -122.409547 37.748385, -122.40965 37.748379, -122.409762 37.749544, -122.408825 37.749601))",1.0000000000000002
6686,47801,3001,60750478013001,1,"POLYGON ((-122.488876 37.777972, -122.488741 37.776107, -122.489815 37.776058, -122.489951 37.777923, -122.488876 37.777972))",1.0000000000000002
1295,47902,3001,60750479023001,1,"POLYGON ((-122.506752 37.780773, -122.506509 37.780857, -122.5063 37.780996, -122.506221 37.779895, -122.5073 37.779982, -122.507836 37.779958, -122.507892 37.780721, -122.506752 37.780773))",1.0000000000000002
1365,25600,1011,60750256001011,11,"POLYGON ((-122.422245 37.730856, -122.421946 37.731031, -122.421753 37.731085, -122.421717 37.730902, -122.421743 37.730517, -122.421784 37.730201, -122.421913 37.729898, -122.42213 37.72959, -122.42219 37.729537, -122.422503 37.729262, -122.422943 37.729242, -122.423798 37.729509, -122.423577 37.729521, -122.423287 37.729601, -122.423036 37.729708, -122.422891 37.729813, -122.422708 37.72999, -122.422588 37.730176, -122.422522 37.730386, -122.4225 37.730773, -122.422245 37.730856))",1.0000000000000002
88,21700,3010,60750217003010,8,"POLYGON ((-122.434626 37.73829, -122.434571 37.738758, -122.434453 37.738657, -122.43395 37.738136, -122.433486 37.737742, -122.433168 37.737461, -122.432958 37.737226, -122.432721 37.737014, -122.432572 37.736922, -122.432419 37.736899, -122.431981 37.736894, -122.431765 37.736895, -122.431557 37.73682, -122.431368 37.736667, -122.431349 37.736618, -122.431378 37.736574, -122.432443 37.735879, -122.432535 37.735854, -122.432868 37.735839, -122.433104 37.736063, -122.43371 37.736638, -122.434002 37.736885, -122.434211 37.737119, -122.434374 37.737238, -122.434608 37.737273, -122.434697 37.737256, -122.434731 37.737413, -122.434715 37.737547, -122.434626 37.73829))",1.0000000000000002
590,21800,4001,60750218004001,8,"POLYGON ((-122.432458 37.735006, -122.432443 37.734843, -122.432945 37.735079, -122.433206 37.735298, -122.434219 37.736149, -122.434401 37.736199, -122.434564 37.736779, -122.434697 37.737256, -122.434608 37.737273, -122.434374 37.737238, -122.434211 37.737119, -122.434002 37.736885, -122.43371 37.736638, -122.433104 37.736063, -122.432868 37.735839, -122.432535 37.735854, -122.432458 37.735006))",1.0000000000000002
1366,33100,4021,60750331004021,4,"POLYGON ((-122.485395 37.732277, -122.485302 37.730946, -122.486179 37.730879, -122.486274 37.732238, -122.485395 37.732277))",1.0000000000000002
1284,33201,1003,60750332011003,7,"POLYGON ((-122.47519 37.72997, -122.47512 37.729856, -122.47508992472636 37.72938081067636, -122.47507000026467 37.72906600011319, -122.4750700000028 37.72906600004435, -122.47507 37.729066, -122.474857 37.72901, -122.474956 37.727973, -122.474999 37.726925, -122.475141 37.726978, -122.475931 37.727001, -122.476035 37.726997, -122.476005 37.7274, -122.47595 37.72751, -122.475609 37.727736, -122.475598 37.728009, -122.47557 37.728743, -122.475941 37.728987, -122.476015 37.729117, -122.47593700003712 37.730118999523135, -122.47587000033083 37.730052999754726, -122.47531899978668 37.730042999748754, -122.47523389332541 37.729994838858566, -122.47519 37.72997))",1.0000000000000002
89,26201,1006,60750262011006,11,"POLYGON ((-122.450095 37.70968, -122.450499 37.709543, -122.450884 37.709413, -122.451906 37.710231, -122.451344 37.710671, -122.450095 37.70968))",1.0000000000000002
5608,21100,3005,60750211003005,8,"POLYGON ((-122.431947 37.752226, -122.431877 37.751437, -122.43409 37.751304, -122.434163 37.752092, -122.431947 37.752226))",1.0000000000000002
100,21800,3002,60750218003002,8,"POLYGON ((-122.430072 37.737449, -122.429525 37.736918, -122.430791 37.73609, -122.431349 37.736618, -122.430072 37.737449))",1.0000000000000002
6239,35202,2005,60750352022005,4,"POLYGON ((-122.508199 37.76219, -122.508068 37.76033, -122.509141 37.760282, -122.509269 37.762143, -122.508199 37.76219))",1.0000000000000002
6641,25100,1004,60750251001004,9,"POLYGON ((-122.408247 37.748399, -122.408082 37.748409, -122.407911 37.748445, -122.407799 37.74849, -122.40782 37.748366, -122.408663 37.747953, -122.408696 37.748262, -122.408701 37.748305, -122.408706 37.748353, -122.40871 37.748397, -122.408247 37.748399))",1.0000000000000002
6687,10800,2000,60750108002000,3,"POLYGON ((-122.412375 37.797187, -122.411911 37.797245, -122.411898 37.797177, -122.411883 37.797105, -122.411862 37.797001, -122.411856 37.796972, -122.411719 37.796291, -122.412177 37.796233, -122.412504 37.796192, -122.412541 37.796187, -122.412797 37.796155, -122.41296 37.796973, -122.412972 37.797034, -122.412988 37.797116, -122.412375 37.797187))",1.0000000000000002
6640,25200,2004,60750252002004,9,"POLYGON ((-122.416004 37.746654, -122.415914 37.746644, -122.415065 37.746547, -122.415017 37.746044, -122.41764 37.745882, -122.417819 37.745965, -122.416004 37.746654))",1.0000000000000002
6139,22801,2009,60750228012009,9,"POLYGON ((-122.40794 37.759305, -122.407754 37.757705, -122.408651 37.757651, -122.408797 37.759193, -122.408848 37.75925, -122.40794 37.759305))",1.0000000000000002
676,30400,4005,60750304004005,7,"POLYGON ((-122.474887 37.746827, -122.474754 37.744964, -122.475723 37.744921, -122.475723 37.745031, -122.475837 37.746675, -122.475851 37.746784, -122.474887 37.746827))",1.0000000000000002
6137,30301,1007,60750303011007,7,"POLYGON ((-122.476583 37.757974, -122.47669899980995 37.757968000009825, -122.47669899981099 37.757968000029244, -122.47675137582881 37.75853892716323, -122.47686999998122 37.7598319997952, -122.47681920332047 37.759834351698125, -122.476762 37.759837, -122.476583 37.757974))",1.0000000000000002
37,32700,1000,60750327001000,4,"POLYGON ((-122.487843 37.76502, -122.487015 37.765058, -122.486906 37.765054, -122.4869 37.764981, -122.48677 37.763137, -122.487839 37.76309, -122.487963 37.764915, -122.487966 37.765, -122.487843 37.76502))",1.0000000000000002
5610,15402,1003,60750154021003,2,"POLYGON ((-122.450225 37.786817, -122.450118 37.786838, -122.44998 37.786135, -122.450391 37.786083, -122.45124 37.785976, -122.451657 37.785924, -122.45207 37.785872, -122.45291 37.785766, -122.453255 37.785722, -122.453407 37.786418, -122.453287 37.786428, -122.451758 37.78662, -122.450225 37.786817))",1.0000000000000002
5611,30900,2006,60750309002006,7,"POLYGON ((-122.467108 37.728844, -122.466851 37.729162, -122.466625 37.729506, -122.466412 37.729919, -122.466257 37.730329, -122.465814 37.730243, -122.46542 37.730168, -122.464955 37.730075, -122.464633 37.729973, -122.464873 37.729377, -122.465076 37.72899, -122.465409 37.728475, -122.46578 37.728047, -122.466236 37.727597, -122.466653 37.72726, -122.466704 37.727317, -122.46723 37.72775, -122.467284 37.727803, -122.467396 37.72792, -122.467586 37.728193, -122.467681 37.728354, -122.467108 37.728844))",1.0000000000000002
92,30301,4002,60750303014002,7,"POLYGON ((-122.471962 37.759046, -122.471574 37.758164, -122.471634 37.757943, -122.471762 37.757763, -122.471897 37.757661, -122.471986 37.757605, -122.472027 37.757465, -122.472129 37.757561, -122.472297 37.757599, -122.472446 37.757672, -122.472566 37.757855, -122.472603 37.758065, -122.472723 37.75831, -122.472933 37.758545, -122.472996 37.758627, -122.473004 37.758748, -122.472942 37.758879, -122.472772 37.759002, -122.472582 37.759083, -122.472299 37.759108, -122.471962 37.759046))",1.0000000000000002
666,12602,2008,60750126022008,2,"POLYGON ((-122.433525 37.804033, -122.433328 37.803057, -122.434973 37.802848, -122.435169 37.803823, -122.433525 37.804033))",1.0000000000000002
